SNo,Brief Description of the grievance,Category,Label
612,Mero karesabari ko pyaj ko aakar gol bhayo. Lamo aakar ko banaidinu paryo.,Agriculture and Livestock,not_genuine
613,मेरो कुकुरले मासु मात्रै खान खोज्छ। उसलाई शाकाहारी बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
614,The fruit on my tree is not ripe enough. Can you use some magic to ripen it faster?,Agriculture and Livestock,not_genuine
615,Mero pakhalu janawar le mero kapada khaidiyo. Janawar lai sajae dinu paryo.,Agriculture and Livestock,not_genuine
616,मेरो गाईले पानी धेरै पिउँछ। यसले गर्दा पानीको बिल धेरै आयो।,Agriculture and Livestock,not_genuine
617,My chickens are not laying golden eggs. Please consult with a specialist.,Agriculture and Livestock,not_genuine
618,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
619,"Nagar Prahari jyu, mero phone ma unknown message aayo. Yeslai rokna paryo.",Nagar Prahari,not_genuine
620,मेरो छिमेकीले मेरो घरमा हेरेर हाँसे। उहाँलाई हाँस्न बन्द गर्न भन्नुहोस्।,Nagar Prahari,not_genuine
621,My dog thinks he is a police dog. He is trying to arrest the mailman. Please stop him.,Nagar Prahari,not_genuine
622,Mero jutta ma chikana lagyo. Safa garna madat chahiyo.,Nagar Prahari,not_genuine
623,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
624,My online game account was hacked. Please recover it for me.,Nagar Prahari,not_genuine
625,Mero chhora le mero mobile hideko chha. Kahan lukayo khoj dinu paryo.,Nagar Prahari,not_genuine
626,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
627,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
628,Mero ghar ma musa le khana khayio. Musa lai samatne kam garnu paryo.,Nagar Prahari,not_genuine
629,मेरो श्रीमान्ले मलाई खाना बनाउन लगाउनुहुन्छ। यसमा रोक लगाइदिनुपर्‍यो।,Nagar Prahari,not_genuine
630,The neighbor's cat is staring at me. I feel threatened. Please remove the cat.,Nagar Prahari,not_genuine
631,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
632,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
633,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
634,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
635,मेरो छिमेकीले धेरै फुल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
636,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
637,Mero jhyal bata dhulo aayo. Dhulo lai rokna paryo.,Nagar Prahari,not_genuine
638,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
639,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
640,Mero chhora le mobile game ma dherai paisa kharcha garyo. Mobile game ban garaidinu paryo.,Nagar Prahari,not_genuine
641,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
642,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
643,Mero mobile ko wallpaper ma mero photo ramro aayena. Ramro photo khichna sikaunu paryo.,Nagar Prahari,not_genuine
644,Aakash ma indreni niklenna. Aja indreni nikalidinu paryo.,Environment,not_genuine
645,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
646,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
647,Mero ghar najikai ko phool le malai allergy bhayo. Tyo phool lai hataidinu paryo.,Environment,not_genuine
648,चराहरूले मेरो कौसीमा धेरै गाह्रो आवाज निकाल्छन्। तिनीहरूलाई चुप लगाउनुपर्छ।,Environment,not_genuine
649,My neighbor's plants are growing too tall. They are blocking my view of the sky.,Environment,not_genuine
650,Khola ma paani dherai bagyo. Sabai paani bachaut raakhnu paryo.,Environment,not_genuine
651,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
652,The clouds are not fluffy enough. Can you make them softer and more artistic?,Environment,not_genuine
653,Hawa ma dhulo dherai chha. Hawa lai dhulo rahit banaunu paryo.,Environment,not_genuine
654,जंगलमा जनावरहरू धेरै बस्छन्। तिनीहरूलाई जनसंख्या नियन्त्रण गर्नुपर्छ।,Environment,not_genuine
655,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
656,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
657,मेरो घरको अगाडिको रूखले पात झार्छ। पात झार्न बन्द गर्नुपर्छ।,Environment,not_genuine
658,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
659,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
660,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
661,I don't like the smell of rain. Can you make rain smell like vanilla?,Environment,not_genuine
662,Mero bagan ma phool phuldainan. Phool phulaune byawastha garnu paryo.,Environment,not_genuine
663,समुन्द्रमा पानी धेरै छ। यसले गर्दा संसार डुब्न सक्छ। पानी घटाउनुपर्छ।,Environment,not_genuine
664,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
665,Mero ghar ko aagan ma dhulo dherai aauchha. Dhulo lai rokna paryo.,Environment,not_genuine
666,हिउँ किन सेतो हुन्छ? यसलाई रातो वा निलो बनाउन सकिँदैन?,Environment,not_genuine
667,My neighbor's dog barks at the moon. Can you explain to the dog that the moon can't hear it?,Environment,not_genuine
668,School ma toilet ko pani dherai chiso chha. Taato pani ko byawastha garnu paryo.,Education,not_genuine
669,मेरो छोराले गणितमा राम्रो गर्दैन। उसलाई गणितको सट्टामा चित्रकला सिकाउनुपर्छ।,Education,not_genuine
670,My daughter wants a celebrity to teach her class. Please arrange for a famous singer.,Education,not_genuine
671,Teacher le malai 'timi chup lagera basa' bhannuhuncha. Ma chup lagera basna sakdina. Yeslai rokna paryo.,Education,not_genuine
672,हाम्रो स्कुलको छतमा भुत नाच्यो। भुतलाई पक्रेर जेल हाल्नुपर्छ।,Education,not_genuine
673,The school principal doesn't sing well. He should take singing lessons.,Education,not_genuine
674,Mero chhora le school ma ball haraayo. Ball khojera dinu paryo.,Education,not_genuine
675,"स्कुलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
676,My son wants to learn magic tricks in school. Please add a magic class.,Education,not_genuine
677,Malai exam ma pass huna jadu chahiyo. Jadu ko byawastha gardinu paryo.,Education,not_genuine
678,शिक्षकले बोर्डमा लेख्दा धेरै आवाज आउँछ। चकको सट्टामा साइलेन्ट मार्कर प्रयोग गर्नुपर्छ।,Education,not_genuine
